"Participant","ParticipantGender","ParticipantAge","InterviewTime","Noun","Age","Gender","Education","ItemType","GramGender","Item","Sentence"
33,"female",31,855.51,"genie",5,2,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
34,"female",20,502.56,"genie",3,4,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
35,"female",31,792.85,"genie",6,4,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
37,"female",25,631.36,"genie",5,4,5,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
38,"female",29,496.41,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
39,"female",25,654.53,"genie",6,1,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
40,"female",20,810.88,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
41,"female",33,735.17,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
43,"male",24,852.1,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
47,"female",20,575.59,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
48,"male",52,598.34,"genie",6,4,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
49,"female",28,714.02,"genie",6,2,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
53,"female",20,434.3,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
55,"male",31,587.57,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
56,"female",21,648.32,"genie",6,1,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
57,"male",29,891.36,"genie",3,3,6,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
58,"male",19,481.45,"genie",3,4,6,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
59,"female",32,1233.38,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
60,"female",22,491.28,"genie",5,2,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
62,"female",20,1199.42,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
63,"female",25,830.89,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
64,"female",63,742.23,"genie",5,4,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
66,"female",22,654.75,"genie",4,4,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
67,"female",43,1016.14,"genie",4,4,4,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
68,"female",50,817.01,"genie",4,4,4,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
69,"female",19,447.26,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
72,"female",19,674.88,"genie",5,1,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
73,"male",56,905.11,"genie",4,4,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
74,"female",19,781.13,"genie",4,3,5,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
75,"male",48,710.52,"genie",4,4,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
76,"female",31,311.7,"genie",2,3,4,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
77,"male",26,1415.85,"genie",5,1,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
78,"female",25,842.81,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
79,"female",60,1166.06,"genie",3,1,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
81,"female",34,609.99,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
83,"female",66,874.4,"genie",5,1,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
85,"female",30,638.15,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
87,"female",25,996.21,"genie",3,1,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
88,"female",35,817.9,"genie",4,1,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
89,"male",28,660.86,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
90,"female",29,483.07,"genie",6,2,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
91,"female",60,709.91,"genie",4,4,6,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
93,"female",19,1052.62,"genie",6,2,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
94,"female",20,777.49,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
7,"female",32,412.38,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
10,"female",24,724.59,"fripouille",2,4,4,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
11,"female",21,839.88,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
12,"female",22,518.82,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
14,"male",27,1493.74,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
17,"female",25,840.05,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
18,"female",21,1413.65,"fripouille",2,1,2,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
19,"N/A",32,448.5,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
20,"female",20,651.83,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
22,"female",25,1095.14,"fripouille",5,2,5,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
24,"female",22,1167.49,"fripouille",3,4,3,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
25,"male",24,677.83,"fripouille",2,4,3,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
26,"female",28,520.58,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
27,"female",31,981.42,"fripouille",2,4,2,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
31,"male",31,1266.73,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
32,"female",21,701.66,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
33,"female",31,855.51,"fripouille",2,1,4,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
34,"female",20,502.56,"fripouille",3,4,2,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
35,"female",31,792.85,"fripouille",1,3,2,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
37,"female",25,631.36,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
38,"female",29,496.41,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
39,"female",25,654.53,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
40,"female",20,810.88,"fripouille",4,3,4,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
41,"female",33,735.17,"fripouille",6,5,4,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
43,"male",24,852.1,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
47,"female",20,575.59,"fripouille",1,3,6,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
48,"male",52,598.34,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
49,"female",28,714.02,"fripouille",2,2,3,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
53,"female",20,434.3,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
55,"male",31,587.57,"fripouille",2,4,2,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
56,"female",21,648.32,"fripouille",1,4,1,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
57,"male",29,891.36,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
58,"male",19,481.45,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
59,"female",32,1233.38,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
60,"female",22,491.28,"fripouille",1,3,1,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
62,"female",20,1199.42,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
63,"female",25,830.89,"fripouille",3,1,3,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
64,"female",63,742.23,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
66,"female",22,654.75,"fripouille",2,4,6,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
67,"female",43,1016.14,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
68,"female",50,817.01,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
69,"female",19,447.26,"fripouille",3,1,3,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
72,"female",19,674.88,"fripouille",2,2,3,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
73,"male",56,905.11,"fripouille",4,1,4,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
74,"female",19,781.13,"fripouille",2,2,2,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
75,"male",48,710.52,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
76,"female",31,311.7,"fripouille",3,2,3,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
77,"male",26,1415.85,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
78,"female",25,842.81,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
79,"female",60,1166.06,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
81,"female",34,609.99,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
83,"female",66,874.4,"fripouille",4,4,4,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
85,"female",30,638.15,"fripouille",2,1,2,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
87,"female",25,996.21,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
88,"female",35,817.9,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
89,"male",28,660.86,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
90,"female",29,483.07,"fripouille",2,2,3,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
91,"female",60,709.91,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
93,"female",19,1052.62,"fripouille",3,2,5,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
94,"female",20,777.49,"fripouille",NA,NA,NA,"experimental","feminine","fripouille/charlatan","Cette fripouille a encore réussi à tromper tout le monde."
7,"female",32,412.38,"claude",6,3,4,"filler","","Claude","Claude m’a passé un coup de fil ce matin."
10,"female",24,724.59,"claude",5,4,4,"filler","","Claude","Claude m’a passé un coup de fil ce matin."
11,"female",21,839.88,"claude",6,1,5,"filler","","Claude","Claude m’a passé un coup de fil ce matin."
12,"female",22,518.82,"claude",6,4,5,"filler","","Claude","Claude m’a passé un coup de fil ce matin."
14,"male",27,1493.74,"claude",4,7,2,"filler","","Claude","Claude m’a passé un coup de fil ce matin."
17,"female",25,840.05,"claude",5,4,4,"filler","","Claude","Claude m’a passé un coup de fil ce matin."
18,"female",21,1413.65,"claude",5,1,4,"filler","","Claude","Claude m’a passé un coup de fil ce matin."
19,"N/A",32,448.5,"claude",7,4,5,"filler","","Claude","Claude m’a passé un coup de fil ce matin."
20,"female",20,651.83,"claude",6,4,4,"filler","","Claude","Claude m’a passé un coup de fil ce matin."
22,"female",25,1095.14,"claude",5,4,4,"filler","","Claude","Claude m’a passé un coup de fil ce matin."
24,"female",22,1167.49,"claude",5,4,3,"filler","","Claude","Claude m’a passé un coup de fil ce matin."
25,"male",24,677.83,"claude",6,4,4,"filler","","Claude","Claude m’a passé un coup de fil ce matin."
26,"female",28,520.58,"claude",6,1,4,"filler","","Claude","Claude m’a passé un coup de fil ce matin."
